,Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation,Ring,Area_to_rooms
243,7700000.0,Secondary,Красногорская,4.0,Moscow region,2,42.0,28.6,6.0,5,5,Cosmetic,Beyond_rings,21.0
244,7700000.0,Secondary,Митино,8.0,Moscow region,2,44.6,32.0,6.0,1,4,Cosmetic,Beyond_rings,22.3
245,7800000.0,Secondary,Опалиха,6.0,Moscow region,2,38.0,20.0,8.0,4,26,Designer,Beyond_rings,19.0
246,8000000.0,Secondary,Опалиха,6.0,Moscow region,2,50.0,27.4,10.8,8,9,Cosmetic,Beyond_rings,25.0
247,8000000.0,Secondary,Красногорская,13.0,Moscow region,2,45.0,6.0,10.4,4,5,European-style renovation,Beyond_rings,22.5
248,8300000.0,Secondary,Павшино,5.0,Moscow region,2,43.8,28.0,8.0,9,9,Cosmetic,Beyond_rings,21.9
249,8500000.0,Secondary,Красногорская,7.0,Moscow region,2,47.4,31.2,8.9,6,12,Without renovation,Beyond_rings,23.7
250,8600000.0,Secondary,Павшино,10.0,Moscow region,2,42.9,26.8,5.9,1,5,Cosmetic,Beyond_rings,21.45
251,8600000.0,Secondary,Красногорская,7.0,Moscow region,2,50.0,14.0,21.0,3,14,Cosmetic,Beyond_rings,25.0
253,8700000.0,Secondary,Красногорская,6.0,Moscow region,2,51.6,30.0,9.0,5,9,Cosmetic,Beyond_rings,25.8
254,8750000.0,Secondary,Опалиха,5.0,Moscow region,2,53.4,30.5,9.0,2,5,Cosmetic,Beyond_rings,26.7
255,8950000.0,Secondary,Опалиха,6.0,Moscow region,2,48.6,27.0,10.0,15,26,Cosmetic,Beyond_rings,24.3
256,9000000.0,Secondary,Опалиха,5.0,Moscow region,2,54.0,30.0,9.0,6,9,Cosmetic,Beyond_rings,27.0
258,9074100.0,Secondary,Аникеевка,3.0,Moscow region,2,60.9,34.2,14.0,1,3,Without renovation,Beyond_rings,30.45
259,9000000.0,Secondary,Павшино,6.0,Moscow region,2,44.8,26.0,6.0,4,5,Cosmetic,Beyond_rings,22.4
260,9103900.0,Secondary,Аникеевка,3.0,Moscow region,2,60.0,33.1,14.0,2,3,Without renovation,Beyond_rings,30.0
262,9200000.0,Secondary,Опалиха,15.0,Moscow region,2,52.0,27.7,11.0,11,12,Without renovation,Beyond_rings,26.0
263,9200000.0,Secondary,Опалиха,6.0,Moscow region,2,48.8,27.0,10.0,8,26,Cosmetic,Beyond_rings,24.4
264,9200000.0,Secondary,Опалиха,6.0,Moscow region,2,47.2,26.0,10.5,1,8,Cosmetic,Beyond_rings,23.6
265,9250000.0,Secondary,Опалиха,5.0,Moscow region,2,57.0,30.7,14.2,1,8,Without renovation,Beyond_rings,28.5
266,9300000.0,Secondary,Павшино,3.0,Moscow region,2,40.0,28.0,7.0,9,14,European-style renovation,Beyond_rings,20.0
267,9450000.0,Secondary,Тушинская,17.0,Moscow region,2,53.9,29.3,8.7,16,18,Cosmetic,Beyond_rings,26.95
268,9500000.0,Secondary,Красногорская,13.0,Moscow region,2,41.7,29.7,7.0,2,4,European-style renovation,Beyond_rings,20.85
269,9500000.0,Secondary,Опалиха,19.0,Moscow region,2,48.0,30.0,8.0,1,9,Cosmetic,Beyond_rings,24.0
270,9500000.0,Secondary,Опалиха,8.0,Moscow region,2,52.0,25.2,9.3,17,26,Cosmetic,Beyond_rings,26.0
271,9500000.0,Secondary,Павшино,15.0,Moscow region,2,47.0,30.0,10.5,5,18,European-style renovation,Beyond_rings,23.5
272,9500000.0,Secondary,Павшино,13.0,Moscow region,2,45.1,25.6,6.0,17,25,Designer,Beyond_rings,22.55
273,9500000.0,Secondary,Аникеевка,5.0,Moscow region,2,47.9,9.7,10.6,2,3,European-style renovation,Beyond_rings,23.95
274,9600000.0,Secondary,Пенягино,10.0,Moscow region,2,35.0,15.2,11.0,6,8,Designer,Beyond_rings,17.5
275,9600000.0,Secondary,Опалиха,15.0,Moscow region,2,52.1,11.0,11.0,10,12,Without renovation,Beyond_rings,26.05
277,9650000.0,Secondary,Павшино,6.0,Moscow region,2,47.1,33.6,6.0,2,5,European-style renovation,Beyond_rings,23.55
278,9800000.0,Secondary,Опалиха,6.0,Moscow region,2,66.0,35.9,11.2,10,25,European-style renovation,Beyond_rings,33.0
279,9800000.0,Secondary,Опалиха,8.0,Moscow region,2,45.0,26.0,8.0,8,8,Cosmetic,Beyond_rings,22.5
280,9900000.0,Secondary,Митино,15.0,Moscow region,2,57.9,25.1,13.0,1,1,Cosmetic,Beyond_rings,28.95
281,9900000.0,Secondary,Красногорская,8.0,Moscow region,2,55.3,10.0,11.2,2,18,Cosmetic,Beyond_rings,27.65
282,9850000.0,Secondary,Павшино,13.0,Moscow region,2,43.5,32.0,5.0,13,25,European-style renovation,Beyond_rings,21.75
283,9900000.0,Secondary,Красногорская,8.0,Moscow region,2,53.7,31.6,7.6,5,9,Designer,Beyond_rings,26.85
284,9850000.0,Secondary,Пенягино,12.0,Moscow region,2,43.5,24.1,10.2,13,25,European-style renovation,Beyond_rings,21.75
285,10000000.0,Secondary,Павшино,13.0,Moscow region,2,51.0,29.0,17.0,12,25,Without renovation,Beyond_rings,25.5
286,10000000.0,Secondary,Красногорская,6.0,Moscow region,2,52.0,33.0,9.2,3,17,Cosmetic,Beyond_rings,26.0
287,9999000.0,Secondary,Красногорская,11.0,Moscow region,2,53.4,35.0,9.0,16,17,Cosmetic,Beyond_rings,26.7
289,10000000.0,Secondary,Опалиха,6.0,Moscow region,2,53.2,9.0,11.0,5,18,Cosmetic,Beyond_rings,26.6
290,10200000.0,Secondary,Пенягино,12.0,Moscow region,2,40.1,23.0,5.0,2,25,European-style renovation,Beyond_rings,20.05
291,10150000.0,Secondary,Павшино,9.0,Moscow region,2,53.4,30.4,8.4,4,14,Cosmetic,Beyond_rings,26.7
293,10300000.0,Secondary,Павшино,3.0,Moscow region,2,54.8,29.6,12.0,8,18,Cosmetic,Beyond_rings,27.4
294,10300000.0,Secondary,Опалиха,6.0,Moscow region,2,56.0,30.0,10.0,17,25,Cosmetic,Beyond_rings,28.0
295,10300000.0,Secondary,Строгино,8.0,Moscow region,2,38.6,17.0,12.0,16,33,Cosmetic,Beyond_rings,19.3
296,10300000.0,Secondary,Павшино,13.0,Moscow region,2,61.8,31.1,8.2,2,5,Cosmetic,Beyond_rings,30.9
297,10500000.0,Secondary,Опалиха,15.0,Moscow region,2,55.2,13.0,11.2,8,8,Cosmetic,Beyond_rings,27.6
298,10500000.0,Secondary,Опалиха,6.0,Moscow region,2,57.0,32.0,13.0,15,25,Cosmetic,Beyond_rings,28.5
299,10500000.0,Secondary,Красногорская,12.0,Moscow region,2,60.0,34.0,11.0,1,17,European-style renovation,Beyond_rings,30.0
300,10500000.0,Secondary,Красногорская,9.0,Moscow region,2,52.1,31.0,12.0,3,25,Cosmetic,Beyond_rings,26.05
301,10500000.0,Secondary,Опалиха,7.0,Moscow region,2,52.0,10.0,10.9,12,14,European-style renovation,Beyond_rings,26.0
302,10500000.0,Secondary,Опалиха,6.0,Moscow region,2,83.7,40.0,15.0,2,24,Without renovation,Beyond_rings,41.85
303,10600000.0,Secondary,Тушинская,18.0,Moscow region,2,60.8,32.0,12.0,10,24,European-style renovation,Beyond_rings,30.4
304,10650000.0,Secondary,Митино,7.0,Moscow region,2,49.6,28.1,12.2,10,14,European-style renovation,Beyond_rings,24.8
305,10650000.0,Secondary,Опалиха,4.0,Moscow region,2,57.0,30.7,14.2,1,8,Without renovation,Beyond_rings,28.5
306,10670000.0,Secondary,Опалиха,6.0,Moscow region,2,72.0,36.0,13.8,7,25,Cosmetic,Beyond_rings,36.0
307,10750000.0,Secondary,Опалиха,7.0,Moscow region,2,58.7,31.1,10.0,8,25,European-style renovation,Beyond_rings,29.35
308,10900000.0,Secondary,Красногорская,23.0,Moscow region,2,67.7,39.0,10.0,4,22,European-style renovation,Beyond_rings,33.85
309,10900000.0,Secondary,Красногорская,9.0,Moscow region,2,53.6,29.3,10.5,19,26,European-style renovation,Beyond_rings,26.8
310,11000000.0,Secondary,Строгино,8.0,Moscow region,2,50.0,30.0,10.0,5,25,European-style renovation,Beyond_rings,25.0
311,11000000.0,Secondary,Опалиха,16.0,Moscow region,2,63.3,29.6,19.6,4,8,Without renovation,Beyond_rings,31.65
312,11050001.0,Secondary,Мякинино,18.0,Moscow region,2,33.0,23.0,5.0,11,23,Designer,Beyond_rings,16.5
313,11300000.0,Secondary,Павшино,13.0,Moscow region,2,57.0,40.0,10.0,2,5,Cosmetic,Beyond_rings,28.5
318,47000000.0,Secondary,Белорусская,9.0,Moscow,3,103.8,59.0,15.0,6,6,Without renovation,Sadovoe,34.6
325,22450000.0,Secondary,ВДНХ,7.0,Moscow,3,83.5,49.7,12.5,16,22,Without renovation,Third_ring,27.833333333333332
327,17500000.0,Secondary,Филатов Луг,10.0,Moscow,3,77.1,38.8,13.5,22,25,Without renovation,Beyond_rings,25.7
332,39900000.0,Secondary,Аминьевская,8.0,Moscow,3,84.9,48.2,21.0,18,31,Designer,Third_ring,28.3
333,39000000.0,Secondary,Динамо,7.0,Moscow,3,75.7,40.0,5.0,7,17,Designer,Second_ring,25.233333333333334
343,24500000.0,Secondary,Бауманская,8.0,Moscow,3,68.5,38.8,9.1,4,6,Cosmetic,Second_ring,22.833333333333332
344,26000000.0,Secondary,Славянский бульвар,14.0,Moscow,3,62.5,38.6,6.4,3,12,Designer,Third_ring,20.833333333333332
351,37500000.0,Secondary,Шелепиха,13.0,Moscow,3,73.0,22.0,12.7,12,30,Designer,Third_ring,24.333333333333332
355,44000000.0,Secondary,Давыдково,17.0,Moscow,3,87.0,46.1,13.8,15,22,Without renovation,Third_ring,29.0
370,27300000.0,Secondary,Технопарк,14.0,Moscow,3,90.0,41.0,13.0,3,9,Without renovation,Third_ring,30.0
371,33800000.0,Secondary,Преображенская площадь,7.0,Moscow,3,90.8,45.7,12.6,2,30,Cosmetic,Third_ring,30.266666666666666
374,41000000.0,Secondary,Красные ворота,10.0,Moscow,3,94.1,7.0,14.4,4,5,Designer,Sadovoe,31.366666666666664
391,23800000.0,Secondary,Волгоградский проспект,5.0,Moscow,3,80.0,40.1,16.7,22,30,European-style renovation,Third_ring,26.666666666666668
392,36000000.0,Secondary,Алексеевская,7.0,Moscow,3,92.9,48.0,20.3,5,17,Without renovation,Third_ring,30.96666666666667
395,34000000.0,Secondary,Шелепиха,5.0,Moscow,3,72.2,47.2,8.4,4,30,Cosmetic,Third_ring,24.066666666666666
396,35490000.0,Secondary,Улица 1905 года,3.0,Moscow,3,98.5,40.2,19.7,3,4,European-style renovation,Second_ring,32.833333333333336
401,46900000.0,Secondary,Молодёжная,7.0,Moscow,3,75.0,40.1,12.8,17,28,Designer,Beyond_rings,25.0
407,11990000.0,Secondary,Сходненская,16.0,Moscow,3,54.0,29.4,11.1,3,4,Without renovation,Beyond_rings,18.0
408,12900000.0,Secondary,Прокшино,13.0,Moscow,3,62.0,39.1,10.0,4,17,Without renovation,Beyond_rings,20.666666666666668
409,15500000.0,Secondary,Окружная,8.0,Moscow,3,72.0,38.5,12.6,6,8,Cosmetic,Third_ring,24.0
410,24800000.0,Secondary,Спортивная,4.0,Moscow,3,62.0,42.0,6.6,1,6,European-style renovation,Second_ring,20.666666666666668
411,27500000.0,Secondary,Спортивная,5.0,Moscow,3,62.7,41.0,9.0,2,5,Designer,Second_ring,20.900000000000002
412,31800000.0,Secondary,Рабочий посёлок,22.0,Moscow,3,93.5,61.3,17.1,11,29,Without renovation,Beyond_rings,31.166666666666668
416,44988700.0,Secondary,Минская,5.0,Moscow,3,71.2,41.0,6.2,2,14,European-style renovation,Third_ring,23.733333333333334
422,41500000.0,Secondary,Динамо,10.0,Moscow,3,77.2,50.9,8.4,5,12,Designer,Second_ring,25.733333333333334
423,42990000.0,Secondary,Динамо,6.0,Moscow,3,70.0,37.5,12.4,15,15,Designer,Second_ring,23.333333333333332
424,45000000.0,Secondary,Фили,15.0,Moscow,3,91.5,29.3,14.2,6,21,Designer,Third_ring,30.5
430,12000000.0,Secondary,Саларьево,8.0,Moscow,3,63.0,45.0,7.0,1,9,European-style renovation,Beyond_rings,21.0
431,14450000.0,Secondary,Бибирево,14.0,Moscow,3,60.6,43.3,6.0,2,9,Cosmetic,Beyond_rings,20.2
432,14500000.0,Secondary,Печатники,4.0,Moscow,3,60.0,43.9,6.1,9,9,Designer,Third_ring,20.0
433,24287000.0,Secondary,Новогиреево,4.0,Moscow,3,84.0,44.6,13.6,11,22,European-style renovation,Beyond_rings,28.0
434,26500000.0,Secondary,Бульвар Рокоссовского,6.0,Moscow,3,80.0,55.0,15.0,19,24,European-style renovation,Third_ring,26.666666666666668
435,33500000.0,Secondary,Улица 1905 года,17.0,Moscow,3,77.2,59.5,10.5,11,22,Designer,Second_ring,25.733333333333334
436,36900000.0,Secondary,Филёвский парк,7.0,Moscow,3,82.0,55.5,12.2,3,5,Designer,Third_ring,27.333333333333332
437,41990000.0,Secondary,Парк Культуры,5.0,Moscow,3,78.2,40.0,20.0,2,7,European-style renovation,Beyond_rings,26.066666666666666
438,45000000.0,Secondary,Серпуховская,11.0,Moscow,3,107.3,67.0,10.0,22,29,Without renovation,Sadovoe,35.766666666666666
440,47900000.0,Secondary,Смоленская,7.0,Moscow,3,91.0,17.0,14.2,7,8,Designer,Beyond_rings,30.333333333333332
447,12800000.0,Secondary,Рязанский проспект,5.0,Moscow,3,60.0,37.0,8.0,9,9,European-style renovation,Beyond_rings,20.0
448,17650000.0,Secondary,Рязанский проспект,5.0,Moscow,3,60.0,40.0,14.0,4,17,Designer,Beyond_rings,20.0
449,24000050.0,Secondary,Профсоюзная,15.0,Moscow,3,55.0,29.9,11.2,7,8,European-style renovation,Third_ring,18.333333333333332
452,34000000.0,Secondary,Фили,18.0,Moscow,3,57.0,31.0,11.4,20,29,Designer,Third_ring,19.0
454,39700000.0,Secondary,Панфиловская,7.0,Moscow,3,88.0,20.0,13.9,8,18,Designer,Third_ring,29.333333333333332
455,41000000.0,Secondary,Динамо,1.0,Moscow,3,90.0,60.0,20.0,8,13,European-style renovation,Second_ring,30.0
456,44000000.0,Secondary,Беломорская,22.0,Moscow,3,103.8,54.6,15.2,2,21,Designer,Beyond_rings,34.6
457,45000000.0,Secondary,Выставочная,26.0,Moscow,3,79.0,10.0,13.2,15,20,Designer,Second_ring,26.333333333333332
477,27770000.0,Secondary,Парк Победы,3.0,Moscow,3,67.6,9.0,12.2,5,12,Without renovation,Third_ring,22.53333333333333
478,30500000.0,Secondary,Багратионовская,22.0,Moscow,3,60.1,20.0,11.6,8,30,Designer,Third_ring,20.033333333333335
479,33000000.0,Secondary,Нагатинский Затон,19.0,Moscow,3,65.0,29.0,22.0,15,16,Designer,Third_ring,21.666666666666668
480,33500000.0,Secondary,Крылатское,5.0,Moscow,3,94.1,49.7,14.4,20,23,Designer,Beyond_rings,31.366666666666664
481,47000000.0,Secondary,Щукинская,2.0,Moscow,3,130.2,10.0,17.4,6,17,Designer,Beyond_rings,43.4
488,33400000.0,Secondary,Технопарк,14.0,Moscow,3,85.0,62.8,14.4,8,8,Cosmetic,Third_ring,28.333333333333332
522,40000000.0,Secondary,Кунцевская,19.0,Moscow,4,97.9,65.0,10.0,6,12,Designer,Third_ring,24.475
591,43000000.0,Secondary,Хорошёво,7.0,Moscow,4,122.0,80.0,12.0,15,24,European-style renovation,Third_ring,30.5
630,32700000.0,Secondary,Автозаводская,2.0,Moscow,4,97.0,9.2,14.7,7,7,European-style renovation,Second_ring,24.25
644,19800000.0,Secondary,Коммунарка,9.0,Moscow,4,87.1,56.6,14.3,6,12,European-style renovation,Beyond_rings,21.775
645,42200000.0,Secondary,ВДНХ,10.0,Moscow,4,102.0,53.7,15.1,7,22,Without renovation,Third_ring,25.5
653,18800000.0,Secondary,Кантемировская,13.0,Moscow,4,89.8,56.1,8.2,3,14,European-style renovation,Beyond_rings,22.45
654,47900000.0,Secondary,Щукинская,6.0,Moscow,4,102.4,75.0,19.0,14,20,Without renovation,Beyond_rings,25.6
665,44999000.0,Secondary,Аминьевская,5.0,Moscow,4,101.0,65.0,10.0,6,27,Without renovation,Third_ring,25.25
943,35000000.0,Secondary,Тушинская,6.0,Moscow,6,88.2,60.9,10.0,12,17,Without renovation,Beyond_rings,14.700000000000001
954,38900000.0,Secondary,Маяковская,4.0,Moscow,6,103.2,68.5,14.3,3,6,Cosmetic,Sadovoe,17.2
989,6998002.0,Secondary,Павшино,5.0,Moscow region,1,32.5,18.6,9.3,24,24,Cosmetic,Beyond_rings,32.5
990,7700000.0,Secondary,Опалиха,15.0,Moscow region,1,40.7,18.0,11.9,3,6,Cosmetic,Beyond_rings,40.7
991,7750000.0,Secondary,Опалиха,15.0,Moscow region,1,40.7,18.0,11.9,4,6,Cosmetic,Beyond_rings,40.7
992,7952331.0,Secondary,Павшино,5.0,Moscow region,1,32.5,18.6,9.3,21,24,Cosmetic,Beyond_rings,32.5
993,8025704.0,Secondary,Павшино,5.0,Moscow region,1,32.8,18.7,9.4,22,24,Cosmetic,Beyond_rings,32.8
994,8029040.0,Secondary,Павшино,5.0,Moscow region,1,32.19,18.4,9.3,12,24,Cosmetic,Beyond_rings,32.19
995,8143483.0,Secondary,Павшино,5.0,Moscow region,1,32.19,18.4,9.3,17,24,Cosmetic,Beyond_rings,32.19
996,8143483.0,Secondary,Павшино,5.0,Moscow region,1,32.19,18.4,9.3,22,24,Cosmetic,Beyond_rings,32.19
997,8143483.0,Secondary,Павшино,5.0,Moscow region,1,32.19,18.4,9.3,21,24,Cosmetic,Beyond_rings,32.19
998,8143483.0,Secondary,Павшино,5.0,Moscow region,1,32.19,18.4,9.3,24,24,Cosmetic,Beyond_rings,32.19
999,9473572.0,Secondary,Опалиха,7.0,Moscow region,1,41.8,23.3,10.1,3,6,Cosmetic,Beyond_rings,41.8
1000,9553852.0,Secondary,Опалиха,7.0,Moscow region,1,42.4,23.6,10.1,2,6,Cosmetic,Beyond_rings,42.4
1001,9727384.0,Secondary,Опалиха,7.0,Moscow region,1,42.4,23.6,10.1,6,6,Cosmetic,Beyond_rings,42.4
1003,10239560.0,Secondary,Опалиха,16.0,Moscow region,1,42.1,23.4,10.1,1,6,Cosmetic,Beyond_rings,42.1
1004,10407832.0,Secondary,Опалиха,7.0,Moscow region,1,42.3,23.5,10.1,2,6,Cosmetic,Beyond_rings,42.3
1005,10450326.0,Secondary,Опалиха,7.0,Moscow region,1,41.5,23.1,10.1,4,6,Cosmetic,Beyond_rings,41.5
1006,10450326.0,Secondary,Опалиха,7.0,Moscow region,1,41.5,23.1,10.1,3,6,Cosmetic,Beyond_rings,41.5
1007,10513841.0,Secondary,Опалиха,7.0,Moscow region,1,42.3,23.5,10.1,4,6,Cosmetic,Beyond_rings,42.3
1008,10460172.0,Secondary,Опалиха,7.0,Moscow region,1,42.3,23.5,10.1,4,6,Cosmetic,Beyond_rings,42.3
1009,10460172.0,Secondary,Опалиха,7.0,Moscow region,1,42.3,23.5,10.1,3,6,Cosmetic,Beyond_rings,42.3
1010,10534383.0,Secondary,Опалиха,7.0,Moscow region,1,40.8,22.8,10.0,4,6,Cosmetic,Beyond_rings,40.8
1011,10534383.0,Secondary,Опалиха,7.0,Moscow region,1,40.8,22.8,10.0,3,6,Cosmetic,Beyond_rings,40.8
1012,10450326.0,Secondary,Опалиха,7.0,Moscow region,1,41.7,23.2,10.1,3,6,Cosmetic,Beyond_rings,41.7
1013,10450326.0,Secondary,Опалиха,7.0,Moscow region,1,41.7,23.2,10.1,4,6,Cosmetic,Beyond_rings,41.7
1017,10614693.0,Secondary,Опалиха,7.0,Moscow region,1,42.3,23.5,10.1,4,6,Cosmetic,Beyond_rings,42.3
1018,10614693.0,Secondary,Опалиха,7.0,Moscow region,1,42.3,23.5,10.1,3,6,Cosmetic,Beyond_rings,42.3
1019,10564267.0,Secondary,Опалиха,7.0,Moscow region,1,42.3,23.5,10.1,4,6,Cosmetic,Beyond_rings,42.3
1020,10564267.0,Secondary,Опалиха,7.0,Moscow region,1,42.3,23.5,10.1,3,6,Cosmetic,Beyond_rings,42.3
1021,10564754.0,Secondary,Опалиха,7.0,Moscow region,1,42.3,23.5,10.1,5,6,Cosmetic,Beyond_rings,42.3
1022,10639906.0,Secondary,Опалиха,7.0,Moscow region,1,41.7,23.2,10.1,4,6,Cosmetic,Beyond_rings,41.7
1023,10639906.0,Secondary,Опалиха,7.0,Moscow region,1,41.7,23.2,10.1,3,6,Cosmetic,Beyond_rings,41.7
1024,10639680.0,Secondary,Опалиха,7.0,Moscow region,1,40.8,22.8,10.0,5,6,Cosmetic,Beyond_rings,40.8
1025,10623361.0,Secondary,Опалиха,7.0,Moscow region,1,40.8,22.8,10.0,6,6,Cosmetic,Beyond_rings,40.8
1027,10588408.0,Secondary,Опалиха,7.0,Moscow region,1,41.5,23.1,10.1,6,6,Cosmetic,Beyond_rings,41.5
1028,10554797.0,Secondary,Опалиха,7.0,Moscow region,1,41.5,23.1,10.1,5,6,Cosmetic,Beyond_rings,41.5
1029,10630890.0,Secondary,Опалиха,7.0,Moscow region,1,41.3,23.0,10.1,1,6,Cosmetic,Beyond_rings,41.3
1031,10580108.0,Secondary,Опалиха,7.0,Moscow region,1,41.5,23.1,10.1,5,6,Cosmetic,Beyond_rings,41.5
1032,10669920.0,Secondary,Опалиха,7.0,Moscow region,1,42.3,23.5,10.1,5,6,Cosmetic,Beyond_rings,42.3
1033,10669920.0,Secondary,Опалиха,7.0,Moscow region,1,42.3,23.5,10.1,6,6,Cosmetic,Beyond_rings,42.3
1034,10695385.0,Secondary,Опалиха,7.0,Moscow region,1,41.7,23.2,10.1,5,6,Cosmetic,Beyond_rings,41.7
1035,10746315.0,Secondary,Опалиха,7.0,Moscow region,1,41.7,23.2,10.1,5,6,Cosmetic,Beyond_rings,41.7
1036,10715546.0,Secondary,Опалиха,7.0,Moscow region,1,41.8,23.3,10.1,4,6,Cosmetic,Beyond_rings,41.8
1037,10715546.0,Secondary,Опалиха,7.0,Moscow region,1,41.8,23.3,10.1,3,6,Cosmetic,Beyond_rings,41.8
1038,10661963.0,Secondary,Опалиха,7.0,Moscow region,1,41.8,23.3,10.1,2,6,Cosmetic,Beyond_rings,41.8
1039,10726319.0,Secondary,Опалиха,7.0,Moscow region,1,40.8,22.8,10.0,1,6,Cosmetic,Beyond_rings,40.8
1040,10676368.0,Secondary,Опалиха,7.0,Moscow region,1,41.7,23.2,10.1,5,6,Cosmetic,Beyond_rings,41.7
1041,10695385.0,Secondary,Опалиха,7.0,Moscow region,1,41.7,23.2,10.1,6,6,Cosmetic,Beyond_rings,41.7
1042,10822711.0,Secondary,Опалиха,7.0,Moscow region,1,41.8,23.3,10.1,6,6,Cosmetic,Beyond_rings,41.8
1043,10867716.0,Secondary,Опалиха,7.0,Moscow region,1,41.4,23.1,10.1,1,6,Cosmetic,Beyond_rings,41.4
